lng,num_ratings,tid,name,rating,features,elevGain,lat,elevMax,kml,length
-121.3823,4,cramer-mountain-loop,"Cramer Mountain Loop",2.8,lfma,1800,46.6447,6000,,14.0
-121.3697,5,crystal-lake-1,"Crystal Lake",3.2,l,2300,48.1878,4485,,9.0
-121.7859,6,cougar-divide,"Cougar Divide",2.7,,,48.8616,,,
-121.4980,5,crescent-glacier,"Crescent Glacier",2.8,rv,3800,46.1365,8500,,7.0
-121.6329,6,council-bluff,"Council Bluff",2.8,lvsk,950,46.2629,5180,,3.0
-120.7397,1,cowiche-segment-oak-creek-wildlife-area,"Oak Creek Wildlife Area - Cowiche segment",1.0,,,46.6254,,,
-121.5115,4,crow-lake-way,"Crow Lake Way",2.0,v,,47.4652,,,
-120.5675,6,copper-pass,"Copper Pass",3.0,romvaped,3160,48.4586,6760,,10.0
-120.4431,0,courtney-peak,"Courtney Peak",0.0,vsp,,48.2604,8392,,
-121.4743,0,crystal-mountain-silver-creek-silver-king,"Silver King",0.0,lvs,,46.9383,7000,,6.0
-121.4034,4,coyote-wall,"Coyote Wall",2.8,rmvd,1630,45.7000,2074,,8.2
-122.0233,3,copper-creek-hut-snowshoe,"Copper Creek Hut Snowshoe",3.3,vak!,1040,46.7784,4200,,8.8
-120.9531,3,crescent-lake,"Crescent Lake",2.7,rlvpd,3732,47.7777,5489,,12.0
-122.4087,4,dash-point-state-park,"Dash Point State Park",3.2,ck,,47.3165,,,
-122.1288,12,de-leo-wall,"Wildside Trail-De Leo Wall",2.7,mvakd,489,47.5348,1122,,4.2
-121.3602,4,dog-lake-to-cramer-lake-trail-1106,"Dog Lake to Cramer Lake (Trail 1106)",2.5,,,46.6579,,,
-121.1934,6,deception-falls-nra,"Deception Falls National Recreation Area",2.7,wok,50,47.7146,,,0.5
-120.7976,10,dirtyface-lookout-site,"Dirtyface Lookout and Peak",3.4,msd,3950,47.8379,5989,http://wta.org/kml/dirtyface-lookout-site.kmz,9.0
-122.3863,0,dorothy-cleveland-trail,"Dorothy Cleveland Trail",0.0,cak,,47.9145,,,3.0
-121.7066,18,dog-mountain,"Dog Mountain",4.4,rmsd,2800,45.6993,2948,,6.0
-121.6327,1,dirty-harrys-museum,"Dirty Harry's Museum",3.0,,,47.4343,,,
-121.9150,0,denman-falls,"Denman Falls",0.0,w,,46.9282,,,15.5
-122.6475,18,deception-pass-goose-rock,"Deception Pass State Park - Goose Rock",3.9,comvkd!,484,48.4034,484,,4.3
-121.4440,2,del-campo-peak,"Del Campo Peak",5.0,,,48.0265,,,
-121.1471,4,domerie-peak,"Domerie Peak",2.0,v,,47.3464,,,18.0
-121.0969,0,diptop-gap,"Dip Top Gap",0.0,,,47.5436,,,
-121.5511,6,deep-lake,"Deep Lake",3.7,lmve,2150,47.5430,5500,,14.5
-121.1216,10,diablo-lake,"Diablo Lake",3.2,lvd!,1400,48.7206,1950,,7.6
-121.1936,12,deception-creek,"Deception Creek",3.8,rwoekd,1200,47.7120,3150,,11.0
-121.5234,0,dog-mountain-north-fork-snoqualmie,"Dog Mountain (North Fork Snoqualmie)",0.0,rofmvsapd,3800,47.6365,5408,,9.0
-120.6010,3,diamond-head-snowshoe,"Diamond Head  Snowshoe",2.3,va,1800,47.3307,5915,,5.0
-120.9185,4,devils-dome,"Devils Dome Loop",3.0,wvsp,,48.7065,6980,,43.0
-121.5650,6,divide-camp,"Divide Camp",2.2,mv,,46.2728,,,
-123.5744,4,dodger-point,"Dodger Point",3.2,vse,4983,47.9609,5753,,27.0
-121.0810,12,davis-peak,"Davis Peak",3.9,mvp,4000,47.4152,6400,,10.0
-120.9396,0,deroux-peak,"DeRoux Peak",0.0,,,47.4195,,,
-121.7840,9,dock-butte,"Dock Butte",3.8,lfv,1500,48.6538,,,4.4
-120.4240,5,devils-gulch,"Devils Gulch",3.4,oa,1100,47.3126,2800,,9.0
-121.7548,4,deep-lake-2,"Deep Lake",2.8,lovpekd,900,46.0480,5100,,5.0
-121.0697,7,desolation-peak,"Desolation Peak",4.1,lvsap,4400,49.0400,6102,,6.8
-121.5912,1,dirty-harrys-connector,"Dirty Harry's Connector",4.0,,,47.4299,,,
-121.4552,5,dingford-creek-myrtle-lake,"Dingford Creek-Myrtle Lake",3.0,rlomved,2600,47.5172,3800,,11.0
-121.6423,12,dege-peak,"Dege Peak",3.8,vapk,600,46.9146,7006,,4.0
-121.6611,5,deception-crags,"Deception Crags",3.8,ak,250,47.4381,1450,,1.0
-120.6278,5,domke-lake,"Domke Lake",4.2,lvaed,1100,48.1907,2200,,7.0
-122.6620,2,deception-pass-state-park-north-beach,"Deception Pass State Park - North Beach",5.0,coak,100,48.4008,,,2.0
-121.6708,0,dirtybox-peak,"Dirtybox Peak",0.0,s,,47.4634,,,
-121.6327,10,dirty-harrys-peak,"Dirty Harry's Peak",3.0,mvs,3326,47.4343,4662,,8.2
-121.5925,4,deer-creek-pass,"Deer Creek Pass",2.5,,,48.1154,,,
-121.5197,18,dewey-lakes,"Dewey Lake",3.7,lmvekd,600,46.8694,5900,,6.0
-121.4203,2,denny-mountain,"Denny Mountain",2.5,,,47.4407,,,
-122.6486,0,deception-pass-state-park-fidalgo-island-side,"Deception Pass State Park - Fidalgo Island Side",0.0,,,48.4137,,,
-121.5351,3,deer-creek-to-tipsoo-lake,"Deer Creek to Tipsoo Lake",2.3,,2100,46.8335,5296,,10.0
-121.6325,17,dirty-harrys-balcony,"Dirty Harry's Balcony",2.7,vad,1300,47.4338,2600,,6.0
-121.4542,7,dingford-creek-hester-lake,"Dingford Creek-Hester Lake",3.4,rlovd,2600,47.5174,3900,,11.0
-121.1472,4,dishpan-gap,"Dishpan Gap",2.5,,,47.9770,,,
-123.0889,4,dirty-face-ridge,"Dirty Face Ridge",3.8,mvspd,3000,47.8720,6280,,7.5
-121.7416,5,dead-horse-creek,"Deadhorse Creek",4.2,vk,800,46.7852,5820,,3.2
-121.0973,7,deception-pass,"Deception Pass",3.3,rlfvpd,1100,47.5443,4500,,28.0
-121.7093,0,dixie-peak,"Dixie Peak",0.0,,,47.5279,,,
-119.3557,4,deep-lake-1,"Deep Lake",3.8,,,47.5855,,,
-122.6262,7,deception-pass-hoypus-point,"Deception Pass State Park - Hoypus Point",3.6,ckd,360,48.3977,380,,3.2
-121.5237,4,deep-creek,"Deep Creek",1.5,rp,6920,47.0073,9800,,4.0
-121.1930,4,deception-lakes,"Deception Lakes",2.2,,,47.7142,,,
-121.5351,5,deer-creek-falls-to-owyhigh-lakes,"Deer Creek Falls to Owyhigh Lakes",3.8,rwom,2200,46.8335,5400,,10.0
-121.5351,7,deer-creek-falls,"Deer Creek Falls",3.0,rwoaek,280,46.8335,3200,,1.0
-122.9848,5,deadfall,Deadfall,2.6,vsd,2240,47.8926,4273,,7.6
-122.6512,20,deception-pass-headlands,"Deception Pass State Park - Headlands / Rosario Head / Lighthouse Point",4.0,covkd,350,48.4169,110,,5.0
-121.4433,41,denny-creek,"Denny Creek",4.0,rwomkd,1345,47.4154,3642,http://wta.org/kml/denny-creek.kmz,6.0
-121.3266,5,doe-falls,"Doe Falls",2.8,d,1720,47.0304,4320,,7.2
-121.3861,25,dorothy-lake,"Lake Dorothy - Lake Bear - Lake Deer",3.8,lwvpekd,1600,47.6089,3800,,11.5
-123.8240,9,deer-lake-1,"Deer Lake",2.2,rlek,1650,47.9277,,,8.0
-121.5579,7,east-side-trail,"East Side Trail",3.1,,,46.7591,,,
-120.0419,3,echo-ridge,"Echo Ridge",2.0,mvpk,,47.9394,,,3.0
-121.2968,2,east-fork-foss-river-snowshoe,"East Fork Foss River Snowshoe",4.0,rov,1200,47.6882,2400,,13.6
-120.7914,3,eightmile-creek-snowshoe,"Eightmile Creek Snowshoe",2.7,rlv!,2600,47.5465,4600,,12.4
-120.9650,5,elbow-peak,"Elbow Peak",2.8,mv,2800,47.2953,5673,,10.0
-121.2229,6,downey-creek,"Downey Creek",2.7,roe,1280,48.2595,2400,,13.2
-121.9436,5,dwights-way,"Dwight's Way",2.8,,,47.5304,,,1.0
-120.8153,0,east-rim-waterworks-canyon,"East Rim Waterworks Canyon",0.0,fmakd,450,46.7502,,,3.0
-121.5747,3,eastside-trail,"Eastside Trail",3.0,,,46.7512,,,
-122.7060,29,ebeys-landing,"Ebey's Landing",3.9,cmvakd!,260,48.2049,260,http://wta.org/kml/ebeys-landing.kmz,5.6
-122.2433,8,eds-trail,"Silver Star Mountain - Ed's Trail",3.9,fmvsp,1240,45.7673,4390,,5.0
-122.0367,4,east-access,"Squak Mountain Access Trail",3.2,kd,,47.5179,,,2.0
-121.7580,5,east-crater,"East Crater",3.4,med,900,45.9813,4900,,5.0
-121.0523,6,edgar-rock,"Edgar Rock",2.5,,,46.9150,,,
-120.8139,16,eightmile-lake,"Eightmile Lake",3.6,rlomv,1300,47.5360,4650,http://wta.org/kml/eightmile-lake.kmz,6.6
-120.9608,3,east-bank-ross-lake-737,"East Bank Ross Lake",3.0,lk,800,48.7055,,,31.0
-121.0425,0,eagles-nest,"Eagle's Nest",0.0,mvsp,,46.5062,,,
-121.8057,7,eagle-peak-saddle,"Eagle Peak Saddle",3.7,omvap,2910,46.7575,5720,,7.0
-121.1964,0,eldorado-peak,"Eldorado Peak",0.0,s,6716,48.5136,8876,,10.0
-122.7043,1,eagle-cliff-cypress-island,"Eagle Cliff (Cypress Island)",5.0,,,48.6026,,,
-121.3848,7,eagle-lake-fishermans-trail,"Eagle Lake Fisherman's Trail",4.0,lofmvaekd,712,47.7780,3888,,5.0
-121.9582,4,east-tiger,"East Tiger",3.0,,2940,47.5076,3004,,10.6
-118.5813,4,edds-mountain,"Edds Mountain",4.5,fmvsaped,1916,48.5615,6320,,11.1
-121.4509,7,eagle-lake,"Eagle Lake",3.3,rlmve,1500,47.7842,3800,,4.0
-121.6093,4,eight-mile-squire-creek-pass,"Squire Creek Pass via Eight-mile Trail",4.2,omvpd,2350,48.1573,4107,,5.4
-120.8412,5,earl-peak,"Earl Peak",2.4,s,3600,47.3515,7036,,7.5
-122.0960,4,east-fork,"East Fork",3.5,kd,,47.5282,,,1.4
-121.9202,5,eagle-creek-1,"Eagle Creek",4.6,wofmed,1100,45.6383,1200,,12.0
-121.8078,7,eagle-peak,"Eagle Peak",3.0,rv,2950,46.7485,5650,,7.0
-121.8970,5,elbow-lake,"Elbow Lake",2.6,rlvpd,2100,48.6797,,,16.0
-122.9145,2,elbo-creek,"Elbo Creek",3.5,o,1910,47.7740,3666,,10.0
-120.8029,13,easy-pass,"Easy Pass",3.6,fmvp,2800,48.5879,6500,,7.0
-122.0434,4,east-side,"East Side Trail",3.0,vad,,47.5106,,,2.6
-120.5399,4,early-winters,"Early Winters",2.2,,,48.5643,,,
-122.8999,6,dosewallips-river-state-park,"Dosewallips State Park - Steam Donkey Trail",2.7,croakd,400,47.6876,425,,3.5
-120.2678,6,eagle-lakes,"Eagle Lakes",3.0,lfv,2480,48.2204,7110,,12.0
-117.2932,1,eagle-peak-loop,"Eagle Peak Loop",4.0,,,47.6528,,,
-120.8140,0,eightmile-mountain,"Eightmile Mountain",0.0,,,47.5359,,,
-122.2496,5,east-fork-lewis-river,"East Fork Lewis River",1.8,vsd,2500,45.8072,4000,,8.0
-121.1737,6,easton-ridge,"Easton Ridge",2.8,a,2270,47.2672,4470,,6.0
-123.0850,5,dosewallips-river,"Dosewallips River",3.2,rm,,47.7349,,,
-119.8769,5,douglas-creek-canyon-south,"Douglas Creek Canyon - South",3.0,rma,100,47.4581,1500,,5.0
-122.4888,1,double-diamond-trail,"Double Diamond Trail",2.0,clwed,,48.6488,,,
-121.5791,2,doubleeagle-mine-devils-lake,"Double Eagle Mine - Devils Lake",3.0,,,48.1136,,,
-121.3824,5,dumbbell-lake-1,"Dumbbell Lake",1.8,,2210,46.6450,5150,,14.0
-120.6434,5,duncan-hill,"Duncan Hill",3.2,mvsap,3000,48.0746,7819,,13.6
-121.7092,6,dry-creek-1,"Dry Creek",3.0,v,2800,46.5628,3815,,7.0
-121.7719,1,east-peak-rattlesnake-trail,"East Peak",3.0,lfvsad,2500,47.4354,,,8.6
-122.0328,4,east-ridge,"East Ridge Trail",4.2,vapd,,47.5090,,,2.8
-120.8205,1,dragontail-peak,"Dragontail Peak",5.0,lvspe,5833,47.5279,8840,,13.5
-121.9801,4,dry-creek-2,"Dry Creek",4.0,rmaekd,350,45.8819,1500,,8.4
-123.5699,5,east-fork-quinault-river,"East Fork Quinault River",3.6,,,47.5726,,,
-122.5142,7,double-bluff,"Double Bluff",3.1,cvakd,,47.9826,,,4.0
-123.1899,19,dungeness-national-wildlife-refuge,"Dungeness Spit",3.5,cvak,130,48.1413,130,,11.0
-121.3495,4,dutch-miller-gap,"Dutch Miller Gap",3.5,,,47.5104,,,
-122.6294,2,dupont-loop,"Dupont Loop",4.0,,,47.0983,,,
-119.9117,4,doulgas-creek-canyon-north,"Douglas Creek Canyon - North",3.5,rma,100,47.4986,1700,,3.0
-119.8980,5,doulgas-creek-canyon-badger-mountain,"Douglas Creek Canyon - Badger Mountain",2.8,rmva!,900,47.4851,2400,,6.0
-120.5137,8,driveway-butte,"Driveway Butte",3.2,mvsae,3030,48.5983,5982,,8.0
-123.1370,13,dungeness-river,"Marmot Pass via Upper Dungeness River Trail",4.2,romvped,3500,47.8779,6000,,16.2
-123.3206,5,dry-creek,"Dry Creek",2.6,kd,800,47.5015,1600,,6.0
-122.6472,6,dupont-sequalitchew-creek,"Sequalitchew Creek",4.0,cfvakd,,47.1064,,,3.0
-119.9808,7,dusty-lake,"Quincy Lakes",3.6,lma!,350,47.1604,1000,,6.0
-117.2802,1,feryn-ranch-conservation-area,"Feryn Ranch Conservation Area",5.0,mvakd,,47.7773,,,1.0
-120.9244,4,flat-creek,"Flat Creek",2.8,rofve,500,48.4325,2000,,11.0
-122.4160,0,foothills-trail,"Foothills Trail",0.0,rvakd,,47.2331,,,25.0
-121.6822,5,fire-and-ice-trail,"Fire and Ice Trail",3.6,mvkd,100,48.8579,4400,,0.5
-122.0043,1,elowah-and-upper-mccord-creek-falls,"Elowah and Upper McCord Creek Falls",4.0,,620,45.6124,660,,3.4
-121.2029,4,escondido-lake,"Escondido Lake",2.2,,,47.4842,,,
-122.0313,8,flaming-geyser-state-park,"Flaming Geyser State Park",2.0,rfmakd,450,47.2771,425,,4.0
-120.6387,5,ferguson-lake,"Ferguson Lake Trail",3.8,lved,,48.7770,,,6.0
-124.7060,4,ericsons-bay,"Ericsons Bay",4.0,,,48.1244,,,
-122.2165,2,eruption-trail,"Eruption Trail",1.5,mvk,25,46.2765,4200,,0.5
-120.8207,75,enchantment-lakes,"The Enchantments",4.5,rlwofmvsape,4500,47.5279,7800,,18.0
-120.2613,4,foggy-dew-ridge,"Foggy Dew Creek",2.8,,4620,48.1751,8050,,14.0
-120.9497,3,esmerelda-peak,"Esmeralda Peak (Esmerelda)",4.0,vs,,47.4273,6362,,
-120.7692,0,finner-creek,"Finner Creek",0.0,,,47.9516,,,
-123.7066,4,fletcher-canyon,"Fletcher Canyon",3.0,,1100,47.5283,1450,,4.0
-121.0794,4,fifes-ridge,"Fifes Ridge",3.0,vd,3100,46.9518,6000,,8.0
-122.0375,8,evans-creek-preserve,"Evans Creek Preserve",4.0,makd,325,47.6423,480,,4.2
-121.9573,0,fort-cascades-loop,"North Bonneville Heritage Trails",0.0,rfvakd,20,45.6455,40,,12.0
-121.7005,8,federation-forest,"Federation Forest State Park",3.0,rokd,150,47.1530,1800,,5.0
-121.9421,0,florence-peak,"Florence Peak",0.0,vs!,3700,46.9819,,,8.0
-121.6423,4,forest-lake,"Forest Lake",4.0,lma,1000,46.9146,6800,,5.0
-120.1559,6,falls-creek-1,"Falls Creek Falls",3.2,wakd,,48.6346,,,4.0
-122.2238,0,forest-loop-trail,"McCollum Park",0.0,,,47.8785,,,
-120.0192,4,fish-creek,"Fish Creek",2.8,,,47.8402,,,
-120.9399,0,esmeralda-peak-loop,"Esmeralda Peak Loop",0.0,,,47.4432,,,
-122.7640,3,fort-ebey-state-park,"Fort Ebey State Park",3.7,cvekd,520,48.2226,570,,4.0
-120.6230,5,entiat-river,"Entiat River",3.8,,,48.0120,,,
-121.3771,4,fish-lake-way,"Fish Lake",2.0,ad,1200,46.8306,5400,,14.0
-121.8032,7,excelsior-pass,"Nooksack River to Excelsior Pass",3.6,vsp,3500,48.9093,5699,,9.0
-123.3276,10,flapjack-lakes,"North Fork Skokomish River and Flapjack Lakes",3.9,rle!,3200,47.5161,3900,,15.0
-122.9283,4,fallsview-canyon-1,"Fallsview Canyon (Falls View)",3.5,rwfakd,300,47.7895,400,,1.5
-121.2652,6,fisher-lake,"Fisher Lake",3.3,lmvaed,1580,47.6791,5171,,10.0
-122.6830,2,fort-casey-state-park,"Fort Casey State Park",3.0,cekd,200,48.1725,200,,2.5
-121.6437,6,emmons-glacier-view,"Emmons Moraine",3.2,lv,900,46.9021,5200,,3.0
-120.5915,4,emerald-park,"Emerald Park",2.5,lm,,48.2002,,,
-117.8423,4,fishtrap-lake-north,"Fishtrap Lake - North",1.5,lma,126,47.3206,,,4.0
-121.2771,10,evergreen-mountain-lookout,"Evergreen Mountain Lookout",3.5,mvk,1425,47.8264,5587,,2.8
-121.7240,4,faraway-rock,"Faraway Rock",2.5,lp,300,46.7689,5210,,2.0
-121.8471,5,explorer-falls,"Explorer Falls",3.4,w,,47.9753,,,
-120.6675,0,enchantment-park,"Enchantment Park",0.0,rmakd,,47.5890,,,2.0
-123.1315,4,elk-lake,"Elk Lake",2.2,lomak,500,47.5712,1300,,4.0
-123.5694,9,enchanted-valley,"Enchanted Valley",3.7,rwompek,1700,47.5730,,,26.0
-122.7680,0,forest-park-ridge-trail-loop-hike,"Forest Park - Ridge Trail Loop Hike",0.0,,,45.5824,,,
-121.9288,4,fifteenmile-creek-railroad-grade,"Fifteenmile Creek Railroad Grade",1.8,,,47.4885,,,4.8
-120.9374,4,eldorado-turnpike-passes,"Eldorado and Turnpike Passes",2.8,ma,2200,47.4216,6100,,8.0
-121.8070,9,excelsior-peak,"Damfino Lakes - Excelsior Peak",3.9,lmvsp,1500,48.9593,5699,,5.6
-120.7909,4,estes-butte,"Estes Butte",2.0,mvpe,2900,47.9714,5400,,8.5
-122.7228,7,fort-flagler,"Fort Flagler State Park",2.9,caekd,150,48.0948,150,,5.0
-118.8995,4,fir-mountain,"Fir Mountain",2.5,vsa,2174,48.6753,5674,,5.2
-121.8970,7,emerald-ridge,"Tahoma Creek Suspension Bridge - Emerald Ridge Loop",3.0,v,3100,46.8380,5600,,14.2
-121.1889,4,fisher-creek,"Fisher Creek",2.2,rfmvpe,4000,47.6529,6560,,14.0
-123.5824,6,elwha-river,"Elwha River and Lillian River",4.2,ra,700,47.9676,1600,,9.6
-121.3230,4,evans-lake-1,"Evans Lake",3.0,akd,50,47.6589,3700,,1.0
-117.7777,4,fishtrap-lake-scroggie-loop,"Fishtrap Lake - Scroggie Loop",2.5,makd!,200,47.3335,2260,,3.0
-122.6919,5,fidalgo-head-loop-trail-washington-park,"Fidalgo Head Loop Trail",3.4,cvd,300,48.4982,300,,2.2
-120.9372,18,esmerelda-basin,"Esmeralda Basin (Esmerelda)",4.3,mvped,1750,47.4361,5960,http://wta.org/kml/esmerelda-basin.kmz,7.0
-123.5878,4,elwha-to-hurricane-hill,"Elwha To Hurricane Hill",3.0,rmvp,5250,48.0138,5650,,11.6
-121.3036,24,foss-lakes,"West Fork Foss River and Lakes",3.9,rlwoved,3300,47.6349,4900,,14.6
-123.3258,5,four-stream,"Four Stream",2.6,,,47.5160,,,
-119.9765,6,freezeout-ridge,"Freezeout Ridge",2.7,,,48.6570,,,
-117.3705,3,gardner-cave,"Gardner Cave",5.0,k,200,48.9946,2700,,1.0
-121.5693,4,frog-lake-2,"Frog Lake",1.8,,,48.2191,,,
-121.0409,0,glasses-lake,"Glasses Lake",0.0,lofvd,700,47.8762,4682,,10.0
-121.7381,3,fuller-mountain,"Fuller Mountain",3.0,,,47.5754,,,
-122.0700,8,goat-mountain-1,"Goat Mountain and Deadman's Lake",3.5,lmvs,2400,46.3563,5025,,11.2
-120.9377,0,fortune-peak-via-esmeralda-basin-esmerelda-1394,"Fortune Peak via Esmeralda Basin (Esmerelda)",0.0,,,47.4292,,,
-122.4902,26,fragrance-lake,"Fragrance Lake",3.6,lovkd,950,48.6534,1050,,5.5
-121.5274,9,goat-lake-1,"Goat Lake",4.1,lmvp,2000,46.4669,6600,,12.0
-121.7702,6,goat-flats,"Goat Flats",3.0,,,48.1937,,,
-120.7266,5,garland-peak,"Garland Peak",2.8,mvp,3550,47.9786,7400,,10.4
-121.9524,6,franklin-ghost-town,"Franklin Ghost Town",2.5,ofkd,200,47.3011,800,,2.5
-120.9377,0,fortune-creek-pass,"Fortune Creek Pass",0.0,,,47.4292,,,
-121.2237,5,goat-peak-2,"Goat Peak",3.8,,,47.1914,,,
-121.0978,8,fourth-of-july-pass,"Fourth of July Pass via Thunder Creek",3.0,rovpe,2400,48.6925,3600,,11.2
-121.2675,9,goat-peak-1,"Goat Peak",3.0,mvsapd,3200,46.9641,6473,,6.5
-121.2309,3,goat-peak-snowshoe,"Goat Peak Snowshoe",3.3,vsa!,2600,46.9175,5900,,5.6
-123.1427,1,goat-lake-3,"Goat Lake",5.0,,,47.9120,,,
-123.3324,5,gladys-divide-primitive,"Gladys Divide",2.8,mvap,4000,47.5182,5050,,20.0
-121.4416,57,franklin-falls,"Franklin Falls",4.1,rwkd,400,47.4130,2600,http://wta.org/kml/franklin-falls.kmz,2.0
-121.5116,4,goat-falls,"Goat Falls",3.0,wkd,230,46.9930,3060,,1.0
-119.2445,4,frog-lake,"Frog Lake",3.0,lma,235,46.9368,1055,,3.0
-121.6523,10,goat-mountain,"Goat Mountain",3.5,omvsp,4100,48.8972,6650,,11.0
-118.6757,1,gibralter-mountain,"Gibralter Mountain",2.0,,,48.5676,,,
-121.6106,1,goat-island-mountain,"Goat Island Mountain",4.0,romvsp,3700,46.8882,7288,,13.0
-120.4022,15,goat-peak,"Goat Peak Lookout",3.1,fmvsk,1400,48.6515,7001,http://wta.org/kml/goat-peak.kmz,5.0
-123.5824,4,geyser-valley,"Elwha River & Geyser Valley",2.8,romae,600,47.9676,1300,,7.8
-122.3132,2,gibbons-creek-wildlife-art-trail,"Steigerwald Lake National Wildlife Refuge",3.5,rlmak!,,45.5707,,,2.8
-122.8108,4,gibbs-lake,"Gibbs Lake",3.8,loakd,160,47.9704,480,,2.5
-121.4113,70,goat-lake,"Goat Lake",4.2,rlwoekd,1400,48.0537,3161,,10.4
-121.8204,6,gifford-peak,"Gifford Peak",2.5,le,700,45.9371,5200,,11.0
-121.7895,5,glacier-vista-snowshoe,"Glacier Vista Snowshoe",3.0,v!,700,46.7523,6300,,3.0
-119.9805,8,frenchman-coulee,"Frenchman Coulee",2.6,rwm!,200,47.0259,1000,,4.0
-121.9454,4,glacier-view-loop,"Glacier View Loop",3.0,,,46.7621,,,
-122.5592,0,fort-steilacoom-park,"Fort Steilacoom Park",0.0,lmvkd,,47.1774,,,7.0
-117.4849,4,frater-lake,"Frater Lake",4.0,,125,48.6546,3318,,1.8
-121.9242,2,gas-line-trail,"Gas Line Trail",2.0,d,,47.4823,,,1.0
-120.6558,0,freund-canyon,"Freund Canyon",0.0,v,1800,47.6286,3000,,7.3
-121.1364,5,french-cabin-mountain,"French Cabin Mountain",3.6,ms,1750,47.3507,5580,,10.0
-122.7551,5,fort-worden-state-park-point-wilson,"Fort Worden State Park - Point Wilson",2.4,ck,0,48.1438,,,2.5
-121.2882,4,glacier-peak,"Glacier Peak",2.5,,,48.0578,,,
-120.9497,5,french-ridge,"French Ridge",2.6,,,47.6134,,,
-121.7943,4,french-creek,"French Creek",3.0,ra,700,46.2778,3800,,7.0
-122.5637,9,gazzam-lake-close-beach,"Gazzam Lake Nature Preserve",4.3,clvad,500,47.6097,380,,6.8
-120.0092,4,gingko-petrified-forest-backcountry,"Ginkgo Petrified Forest State Park Backcountry",2.0,rmad!,550,46.9493,1200,,5.0
-120.0358,8,gingko-petrified-forest-interpretive-trails,"Ginkgo Petrified Forest Interpretive Trails",3.1,omakd,200,46.9477,2600,,3.0
-122.6008,0,foulweather-bluff-preserve-trail,"Foulweather Bluff Preserve Trail",0.0,cvak,20,47.9255,20,,1.0
-120.8386,0,freedom-peak,"Freedom Peak",0.0,,,47.4033,,,
-121.9331,0,gillette-lake-and-greenleaf-overlook,"Gillette Lake and Greenleaf Overlook",0.0,rlmvae!,650,45.6505,875,,8.6
-122.1030,4,freds-railroad,"Fred's Railroad",3.0,kd,,47.5301,,,1.0
-121.6437,22,glacier-basin,"Glacier Basin",4.0,rlmvaek,1600,46.9021,5900,,6.5
-121.2053,5,fortune-ponds,"Fortune Ponds",2.2,omd,2700,47.8230,4700,,13.0
-121.2630,0,gilbert-peak,"Gilbert Peak",0.0,s,4600,46.5164,8184,,20.0
-121.6222,10,glacier-lake,"Glacier Lake",2.7,lk,800,46.5457,2905,,4.0
-121.7350,7,glacier-vista-panorama-point,"Glacier Vista-Panorama Point",4.0,,1300,46.7860,6700,,5.0
-121.9446,16,glacier-view-1,"Glacier View",3.8,mvspk,900,46.7734,5450,,4.0
-121.4235,20,gem-lake,"Gem Lake",4.3,lfmvkd,1800,47.4453,4857,http://wta.org/kml/gem-lake.kmz,10.0
-121.3930,5,glacier-basin-1,"Glacier Basin",3.6,rwmvaed,2159,47.9870,,,4.2
-121.8228,5,gee-point,"Gee Point",3.2,mvsp,700,48.4183,4974,,3.0
-120.7374,4,glacier-creek,"Glacier Creek",3.2,,,47.6898,,,
-121.1803,6,french-cabin-creek,"French Cabin Creek",2.3,fva,1400,47.3329,5500,,7.0
-117.7662,4,gillette-ridge,"Gillette Ridge",2.0,,,48.6585,,,
-122.2620,2,gold-mine-trail,"Gold Mine Trail",3.5,rokd,,48.9244,1330,,3.5
-123.1911,5,hamma-hamma-beaver-pond,"Hamma Hamma Beaver Pond",2.6,mvak,,47.5883,,,
-121.5265,8,goat-ridge,"Goat Ridge",3.1,,,46.4669,,,
-121.5927,13,hannegan-pass-and-peak,"Hannegan Pass and Peak",4.0,vsaped,3100,48.9101,6200,,10.4
-121.3677,11,gold-creek-pond,"Gold Creek Pond",4.2,lmvakd,10,47.4094,3000,,1.0
-123.5693,5,graves-creek-primitive,"Graves Creek Primitive",2.2,,,47.5728,,,
-122.3102,0,hamlin-park-shoreline,"Hamlin Park",0.0,,,47.7466,,,
-122.1098,5,green-river,"Green River",2.6,,425,46.3501,800,,10.0
-121.4425,54,gothic-basin,"Gothic Basin",4.5,rlwmv,2840,48.0261,5200,,9.2
-122.0200,19,hamilton-mountain,"Hamilton Mountain",4.4,wofmvsapd,2000,45.6325,2400,,7.5
-120.8811,6,goode-ridge,"Goode Ridge",3.5,vap,4400,48.4326,6600,,10.0
-120.7362,7,golden-horn,"Golden Horn - Snowy Lakes (PCT)",3.6,lfmvpe,2700,48.5156,6900,,23.0
-121.5576,12,grove-of-the-patriarchs,"Grove of the Patriarchs Loop",3.3,rok,50,46.7580,2200,,1.5
-121.4446,3,gunn-peak,"Gunn Peak",3.7,,,47.8164,,,
-121.4878,4,granite-mountain-snowshoe,"Granite Mountain Snowshoe",4.0,vs!,3750,47.3979,5629,,5.0
-121.6413,15,grand-park,"Grand Park via Lake Eleanor",4.3,rmvae,1100,46.9963,5630,,8.0
-121.6876,4,green-mountain-3,"Green Mountain",4.2,vsp,3600,47.4878,4700,,10.0
-123.4255,17,grand-valley,"Grand Valley",4.2,omae,2400,47.9458,6450,,9.8
-120.6726,13,grasshopper-pass,"Tatie Peak and Grasshopper Pass",3.1,mvspd,1750,48.7024,7386,,11.0
